,time,BTC/USDT_change,ETH/USDT_change,BNB/USDT_change,MATIC/USDT_change,LTC/USDT_change,DOGE/USDT_change,XRP/USDT_change,LINK/USDT_change,ATOM/USDT_change,ETC/USDT_change
513,2020-05-28,4.04,5.72,3.69,4.79,2.07,1.23,1.31,3.26,-8.7,1.26
514,2020-05-29,-1.55,0.2,-0.43,-14.03,-0.67,3.44,-1.46,0.72,16.62,5.3
515,2020-05-30,2.88,10.44,4.26,4.37,7.26,-6.7,4.75,-4.21,6.87,3.67
516,2020-05-31,-2.57,-4.98,-3.59,-9.84,-4.42,1.16,-2.2,-0.31,-3.84,-7.4
517,2020-06-01,7.96,7.2,5.0,7.37,5.81,1.9,4.24,3.18,2.69,3.83
518,2020-06-02,-6.71,-4.24,-3.79,0.9,-4.7,-4.09,-3.75,2.86,2.09,-3.1
519,2020-06-03,1.56,2.86,1.75,-1.67,2.5,3.34,0.57,-0.6,10.01,-0.53
520,2020-06-04,1.27,-0.54,-0.35,-0.42,0.59,-0.19,0.07,-1.06,1.28,-0.39
521,2020-06-05,-1.71,-1.31,0.99,0.48,-1.27,-1.54,-0.77,1.92,-4.45,-1.0
522,2020-06-06,0.47,0.79,-0.79,3.86,-0.02,-4.91,0.43,0.12,-4.4,0.33
523,2020-06-07,0.83,1.08,-0.78,2.55,-0.34,-0.51,-0.15,7.23,2.1,-0.42
524,2020-06-08,0.36,0.75,0.2,-5.76,-0.36,-1.65,0.37,7.16,6.11,0.98
525,2020-06-09,-0.1,-1.04,-0.43,-4.01,-1.25,-1.15,-1.37,-2.05,0.88,-1.71
526,2020-06-10,1.15,1.64,0.19,1.54,1.61,2.85,0.65,2.25,-11.79,0.4
527,2020-06-11,-6.12,-6.97,-6.77,0.54,-7.31,3.06,-7.15,-2.73,2.94,-8.0
528,2020-06-12,2.01,3.08,2.46,1.4,3.47,-1.06,2.57,-5.92,3.28,2.3
529,2020-06-13,0.09,0.24,1.01,-8.97,0.81,-0.53,-0.38,3.67,2.24,1.37
530,2020-06-14,-1.39,-2.67,-1.42,-0.82,-2.31,6.58,-1.12,1.16,7.41,-2.73
531,2020-06-15,0.9,-0.38,-1.18,-1.95,-0.7,8.9,1.14,-1.23,9.58,-1.19
532,2020-06-16,1.06,1.92,0.35,2.53,0.34,4.02,0.0,3.16,-1.79,0.18
533,2020-06-17,-0.65,-0.63,-0.21,0.88,0.39,1.67,0.41,1.97,0.69,0.46
534,2020-06-18,-0.83,-1.09,-1.45,3.43,-1.45,18.13,-1.76,-1.44,-4.74,-1.2
535,2020-06-19,-0.81,-0.98,-1.33,0.28,-1.24,2.97,-1.33,1.9,0.73,2.12
536,2020-06-20,0.52,-0.05,0.61,-0.79,1.59,-5.42,0.36,-1.57,-6.33,-1.18
537,2020-06-21,-0.69,-0.37,-0.51,-3.11,-1.31,-17.09,-1.02,13.05,1.13,-0.81
538,2020-06-22,4.21,6.62,3.29,0.23,3.02,21.75,1.75,6.78,5.49,2.6
539,2020-06-23,-0.63,0.01,-0.7,-5.53,-0.27,-0.45,-0.23,13.52,-4.53,-0.01
540,2020-06-24,-3.41,-3.52,-2.4,3.08,-3.46,-1.04,-2.86,-6.43,-8.72,-2.34
541,2020-06-25,-0.53,-0.88,-0.64,1.02,-0.7,0.75,-1.02,1.1,4.26,-1.08
542,2020-06-26,-0.94,-1.23,-0.86,-3.85,1.77,1.19,0.51,-0.82,4.03,-1.79
543,2020-06-27,-1.64,-3.8,-4.09,-4.0,-4.73,-2.18,-4.04,20.15,-1.56,-7.54
544,2020-06-28,1.16,1.81,1.69,4.75,0.8,3.01,1.05,-2.47,3.32,2.92
545,2020-06-29,0.84,1.35,0.61,6.31,1.21,0.99,0.18,13.55,-4.53,1.29
546,2020-06-30,-0.59,-1.04,-0.54,-1.9,-1.67,21.59,-1.15,6.37,-2.72,-1.73
547,2020-07-01,1.03,2.39,2.72,3.7,1.48,85.38,0.65,-3.41,-0.04,-0.32
548,2020-07-02,-1.58,-1.96,-2.84,-2.21,-1.7,-6.69,-0.95,-1.13,-6.48,-1.22
549,2020-07-03,-0.31,-0.7,-0.51,-4.34,0.27,-0.59,0.82,-3.46,-3.5,0.15
550,2020-07-04,0.86,1.92,1.76,-4.3,2.38,2.03,1.08,1.32,-0.24,0.89
551,2020-07-05,-0.72,-0.73,-0.45,-4.8,-1.26,4.44,-0.65,-10.57,-0.06,-0.87
552,2020-07-06,3.03,6.18,5.32,-7.98,5.96,-6.48,6.69,1.11,2.82,8.05
553,2020-07-07,-0.91,-0.91,3.02,0.14,-1.54,-0.12,-1.95,2.19,-2.91,1.89
554,2020-07-08,1.93,3.16,2.87,-0.58,4.52,4.43,11.04,5.75,-2.59,6.66
555,2020-07-09,-2.16,-2.01,-2.63,3.14,-2.25,-3.62,-1.37,-5.95,-2.05,0.15
556,2020-07-10,0.61,-0.29,2.88,-3.32,-0.09,-10.02,-1.75,3.28,2.57,-4.0
557,2020-07-11,-0.58,-0.86,1.77,-7.01,0.83,-8.28,1.02,-2.23,8.37,1.83
558,2020-07-12,0.74,1.51,3.85,-4.01,0.04,7.34,0.08,-5.34,-5.33,-0.71
559,2020-07-13,-0.65,-1.34,0.55,9.81,-1.79,8.2,-1.27,1.89,4.09,-2.48
560,2020-07-14,0.14,0.39,-1.75,15.35,-0.07,-0.43,0.22,-2.01,7.28,0.42
561,2020-07-15,-0.63,-0.77,-2.46,-7.18,-1.25,-1.28,-0.94,4.54,-1.45,-1.68
562,2020-07-16,-0.69,-2.1,-2.67,9.18,-2.88,-1.5,-1.41,5.32,-1.08,-3.06
563,2020-07-17,0.23,-0.39,-0.57,-0.7,-0.45,0.87,-0.04,6.69,0.0,-0.04
564,2020-07-18,0.17,1.29,0.49,10.58,1.36,-1.48,2.82,-0.48,3.66,0.38
565,2020-07-19,0.42,1.46,5.02,-4.23,0.45,0.07,-0.17,11.65,-3.26,0.82
566,2020-07-20,-0.52,-1.3,-3.06,-4.17,-1.66,-9.94,-2.48,6.69,-1.29,-1.19
567,2020-07-21,2.5,4.06,1.51,6.55,4.36,4.28,2.49,-3.48,2.27,2.68
568,2020-07-22,1.36,7.42,2.05,-1.18,2.72,0.81,2.02,7.43,4.06,2.7
569,2020-07-23,0.89,4.38,3.62,-1.85,-0.04,1.53,2.46,-0.98,-3.39,1.29
570,2020-07-24,-0.68,1.39,2.32,1.34,-1.83,-4.24,-2.18,25.48,-0.25,-2.9
571,2020-07-25,1.7,9.35,3.32,6.13,11.42,-1.04,5.25,8.66,3.33,7.28
572,2020-07-26,2.38,1.86,-1.33,-3.57,-2.16,-10.12,0.33,-2.45,12.39,-1.05
573,2020-07-27,11.06,3.51,1.0,1.17,10.84,392.54,4.22,-3.53,-7.46,7.28
574,2020-07-28,-1.12,-1.61,2.15,3.89,4.62,25.97,2.6,26.64,5.92,1.33
575,2020-07-29,1.78,0.3,-1.34,11.06,-1.08,-38.44,5.63,4.4,2.65,0.72
576,2020-07-30,-0.01,5.38,0.39,-3.82,2.86,31.01,0.35,-1.25,-1.04,1.08
577,2020-07-31,2.12,3.44,3.46,10.45,2.47,-5.8,6.28,13.48,-9.69,0.7
578,2020-08-01,4.11,11.75,4.61,2.22,6.06,-9.98,12.15,-2.11,0.71,5.88
579,2020-08-02,-6.18,-3.77,-2.92,-3.51,-7.92,18.85,-0.98,-10.58,1.25,-8.18
580,2020-08-03,1.34,3.62,5.05,-14.91,3.01,42.1,7.66,-3.65,-0.17,-0.39
581,2020-08-04,-0.25,0.96,1.0,-0.28,-1.54,-11.54,-2.81,0.01,2.58,-0.4
582,2020-08-05,4.94,2.86,4.38,5.82,2.19,23.32,0.3,-0.87,-5.6,1.21
583,2020-08-06,0.15,-1.48,-2.23,0.85,0.25,35.15,0.26,-13.8,4.83,-1.75
584,2020-08-07,-1.43,-3.91,-1.83,3.81,-3.15,0.92,-2.88,14.27,-0.09,-3.16
585,2020-08-08,1.44,4.66,2.65,-5.05,2.22,-11.08,0.28,-4.21,-8.2,0.88
586,2020-08-09,-0.67,-1.74,-2.19,3.82,-2.57,3.63,-2.51,-0.1,4.26,-0.8
587,2020-08-10,1.81,1.36,0.96,7.61,2.3,-4.09,2.35,-6.74,-0.93,2.7
588,2020-08-11,-4.21,-4.15,-5.95,-9.33,-7.16,0.26,-3.93,7.67,-2.19,-4.56
589,2020-08-12,1.51,2.16,0.9,4.46,0.76,-5.07,-0.26,-4.51,-7.1,0.15
590,2020-08-13,1.86,9.65,1.28,-0.56,4.77,-5.37,4.2,4.11,1.46,2.49
591,2020-08-14,-0.16,3.2,6.11,-1.9,-0.63,-9.87,1.95,8.25,-3.08,-0.58
592,2020-08-15,0.78,-1.32,-0.04,-8.14,5.41,-5.29,-0.37,0.72,1.07,4.22
593,2020-08-16,0.49,0.31,1.84,2.67,6.72,-7.48,1.89,-5.47,7.43,1.06
594,2020-08-17,3.11,-0.63,-0.14,-2.16,5.21,18.79,3.54,2.95,2.67,1.9
595,2020-08-18,-2.74,-2.07,-2.2,-1.58,-2.71,-6.41,-4.07,-7.68,0.56,-1.63
596,2020-08-19,-1.59,-3.43,-2.63,2.35,-5.04,-1.57,-4.21,-19.62,1.19,-6.46
597,2020-08-20,0.84,2.08,3.16,1.62,1.16,3.44,0.86,4.13,3.84,2.53
598,2020-08-21,-2.72,-6.72,-4.3,1.27,-5.73,-4.35,-4.39,-14.37,-2.42,-4.85
599,2020-08-22,1.14,1.88,0.48,5.82,1.74,-11.1,2.35,20.7,-0.47,2.06
600,2020-08-23,-0.13,-1.14,-1.56,0.26,0.56,19.08,-0.38,-2.62,-0.77,-0.09
601,2020-08-24,0.86,4.34,3.38,-2.82,2.41,-12.11,1.26,-5.84,-4.73,1.36
602,2020-08-25,-3.66,-6.07,-5.37,8.39,-5.95,1.12,-4.21,5.18,0.0,-5.62
603,2020-08-26,1.26,0.76,3.8,-3.21,-0.39,-0.79,0.09,1.22,-1.73,-0.14
604,2020-08-27,-1.14,-0.66,4.11,-3.57,-3.46,-3.82,-4.25,-0.43,-11.1,-1.63
605,2020-08-28,1.73,3.08,-0.14,-5.88,2.25,5.09,2.63,2.24,12.83,2.7
606,2020-08-29,-0.53,0.9,-0.6,2.87,-0.68,-0.42,0.79,-5.13,-1.05,-0.53
607,2020-08-30,2.14,7.6,2.95,-18.22,10.43,0.02,3.39,0.51,-2.0,3.01
608,2020-08-31,-0.53,1.13,-2.02,7.89,-3.13,-0.89,-0.66,-9.88,0.64,-1.55
609,2020-09-01,2.34,9.59,6.72,1.16,2.87,-0.92,5.0,-1.77,11.32,2.29
610,2020-09-02,-4.47,-7.55,0.22,16.02,-7.37,2.9,-6.51,2.58,4.36,-6.56
611,2020-09-03,-10.96,-13.22,-17.79,-5.23,-18.58,2.09,-11.54,-8.35,-3.56,-12.87
612,2020-09-04,3.04,1.03,2.79,2.95,6.43,21.22,4.02,0.27,19.19,-3.34
613,2020-09-05,-2.68,-13.05,-7.28,-2.12,-4.97,-8.02,-6.49,-3.79,-9.38,-5.36
614,2020-09-06,0.88,5.3,18.84,-2.01,0.21,-3.58,1.05,-10.56,-7.49,2.55
615,2020-09-07,1.15,0.21,-3.1,-2.77,1.9,0.08,0.88,0.27,7.63,-1.02
616,2020-09-08,-2.38,-4.58,3.75,1.08,-2.82,-1.14,-2.25,-12.67,3.65,-0.23
617,2020-09-09,0.91,3.98,5.14,7.21,0.74,13.59,1.03,29.18,2.51,-0.79
618,2020-09-10,1.15,4.87,0.26,4.77,1.78,-7.27,1.68,8.69,7.76,2.76
619,2020-09-11,0.49,1.55,3.42,23.59,0.64,-2.15,-0.21,-3.78,-6.35,0.59
620,2020-09-12,0.51,3.79,12.22,-1.13,3.78,2.87,2.06,4.71,-5.35,0.26
621,2020-09-13,-1.03,-5.51,9.34,45.76,-5.25,-1.27,-2.15,-4.79,10.31,-3.28
622,2020-09-14,3.28,2.92,0.28,-7.21,1.89,-0.94,1.45,-1.42,-2.06,1.77
623,2020-09-15,1.06,-3.46,-13.23,-4.19,-1.57,1.54,-0.94,-2.63,-10.68,0.37
624,2020-09-16,1.56,0.29,2.78,6.09,-1.1,0.95,1.46,-2.36,-0.1,-0.97
625,2020-09-17,-0.13,6.66,-2.72,-9.54,2.28,-2.31,2.16,-4.39,9.3,1.67
626,2020-09-18,-0.06,-1.27,1.91,-14.14,-0.63,-4.52,-0.57,0.61,3.73,-0.41
627,2020-09-19,1.35,0.22,-1.58,0.62,-0.02,-2.8,0.19,1.33,21.81,0.65
628,2020-09-20,-1.45,-3.69,-3.26,14.72,-2.93,-3.6,-1.83,2.42,14.48,-2.4
629,2020-09-21,-4.61,-8.27,-12.13,9.83,-8.37,-0.45,-6.31,-8.78,-5.4,-5.38
630,2020-09-22,1.08,1.15,3.98,3.78,3.01,5.2,0.86,2.41,11.63,2.6
631,2020-09-23,-2.74,-6.82,-5.05,-3.82,-3.4,0.96,-4.88,6.45,-6.86,-2.25
632,2020-09-24,4.83,8.81,7.57,4.5,4.49,-1.39,5.02,8.84,0.1,2.71
633,2020-09-25,-0.46,0.85,0.48,5.83,2.45,0.86,3.77,1.23,-19.39,0.17
634,2020-09-26,0.39,0.57,6.1,-10.65,0.04,-0.23,-0.0,3.18,11.24,7.74
635,2020-09-27,0.43,1.0,0.24,6.46,0.09,-0.43,0.77,5.29,4.33,1.53
636,2020-09-28,-0.73,-1.01,2.83,-16.96,-1.78,15.56,-0.91,-3.71,-1.18,-0.61
637,2020-09-29,1.35,1.66,7.03,8.79,1.02,-7.35,0.73,-1.02,-6.16,0.05
638,2020-09-30,-0.59,0.01,1.33,9.14,1.23,-3.61,-0.47,-1.3,-0.1,-0.27
639,2020-10-01,-1.46,-1.94,-6.16,-2.73,-0.02,3.41,-1.46,-1.48,-10.01,-1.32
640,2020-10-02,-0.46,-2.05,-0.44,-1.03,-2.96,4.56,-1.79,0.38,15.53,-2.76
641,2020-10-03,-0.27,0.1,3.12,32.09,1.4,7.38,-0.49,2.97,-0.86,-0.91
642,2020-10-04,1.18,1.86,2.77,-3.69,2.62,-8.74,6.53,-0.26,0.88,0.42
643,2020-10-05,1.18,0.36,-1.27,-7.64,-0.73,5.12,0.95,-9.65,1.15,-0.99
644,2020-10-06,-1.78,-3.64,-3.32,4.1,-0.78,-0.32,-1.95,9.41,14.06,2.69
645,2020-10-07,0.63,0.23,-0.0,-0.65,1.17,3.42,1.31,10.88,-4.27,-1.27
646,2020-10-08,2.43,2.74,0.18,-4.13,1.4,16.66,1.09,1.7,4.61,0.02
647,2020-10-09,1.15,4.01,2.43,6.84,1.21,-4.84,0.6,4.45,-1.62,1.8
648,2020-10-10,2.2,1.51,0.15,0.32,2.3,33.52,0.43,-4.35,33.11,0.07
649,2020-10-11,0.67,0.99,0.41,6.7,3.25,28.64,0.56,-3.61,-0.85,2.95
650,2020-10-12,1.4,3.3,7.47,8.15,0.2,50.17,0.23,1.83,14.51,0.39
651,2020-10-13,-0.93,-1.42,0.25,15.68,-1.36,100.24,0.19,-4.03,2.51,-1.79
652,2020-10-14,-0.02,-0.62,0.37,-4.32,-0.22,-22.75,-2.93,-1.46,6.27,0.58
653,2020-10-15,0.76,-0.28,1.58,26.47,-0.52,14.1,-1.24,-1.63,-0.58,-0.93
654,2020-10-16,-1.62,-3.21,-4.07,7.12,-3.88,26.75,-2.33,1.2,17.92,-2.94
655,2020-10-17,0.36,0.77,0.63,38.64,-1.43,-22.4,0.18,3.08,19.55,0.37
656,2020-10-18,1.26,2.66,1.38,17.46,1.32,-3.62,0.67,-6.8,-3.91,0.69
657,2020-10-19,2.16,0.31,-2.43,6.44,0.95,-14.76,1.4,-3.62,-5.73,-0.34
658,2020-10-20,1.35,-2.84,-3.62,-2.12,-2.31,-4.16,-0.96,0.7,17.64,-2.49
659,2020-10-21,7.31,5.93,3.19,-7.61,13.01,8.0,3.14,4.84,11.35,5.03
660,2020-10-22,1.47,6.06,3.04,-10.34,2.59,-6.85,2.51,10.8,-5.04,5.12
661,2020-10-23,-0.35,-1.17,0.01,6.58,1.97,7.96,-0.9,-3.33,-3.1,-2.22
662,2020-10-24,1.46,0.72,0.06,1.4,6.89,0.26,0.58,8.02,-0.82,0.87
663,2020-10-25,-0.63,-1.52,-1.71,3.21,-0.64,18.67,-1.2,-1.55,-5.46,0.56
664,2020-10-26,0.17,-3.28,3.03,8.91,-3.42,-5.7,-1.99,3.86,-0.29,-2.18
665,2020-10-27,4.47,2.78,1.41,25.25,1.95,10.72,1.86,-1.91,-1.95,0.43
666,2020-10-28,-2.71,-3.76,-3.62,-5.84,-3.68,15.83,-2.9,-2.74,-4.88,-3.43
667,2020-10-29,1.43,-0.28,-1.51,12.7,-1.6,-4.32,-1.23,3.75,-3.29,2.57
668,2020-10-30,0.78,-1.2,-4.62,-6.26,-1.59,17.84,-1.35,-2.41,-9.03,-2.74
669,2020-10-31,1.7,1.01,0.03,-10.14,3.15,22.0,0.26,-3.49,6.1,0.29
670,2020-11-01,-0.21,2.65,0.09,17.17,-0.16,21.44,0.16,4.15,1.43,-0.54
671,2020-11-02,-1.54,-3.44,-2.63,9.63,-3.24,-11.15,-1.98,6.13,-7.79,-4.73
672,2020-11-03,3.5,1.27,-3.36,8.38,0.26,18.73,1.84,1.24,6.06,-2.19
673,2020-11-04,0.86,3.77,0.33,3.37,1.32,-7.65,-0.84,0.43,0.9,-0.2
674,2020-11-05,10.22,3.53,2.7,18.12,7.77,-10.43,3.38,3.54,13.77,4.49
675,2020-11-06,-0.06,9.4,4.9,7.38,7.23,-21.04,5.27,9.65,-12.02,5.14
676,2020-11-07,-4.89,-4.54,-4.39,-6.68,-6.83,9.49,-3.67,-6.03,-0.98,-5.27
677,2020-11-08,4.43,4.39,2.33,-3.98,3.6,-20.65,1.85,5.27,1.31,2.02
678,2020-11-09,-0.95,-2.19,-1.11,-10.78,-2.9,25.04,-1.22,2.66,2.9,-2.89
679,2020-11-10,-0.2,1.35,0.48,6.78,-2.18,14.4,1.29,-9.33,-0.41,2.05
680,2020-11-11,2.53,2.83,-0.72,-0.1,2.3,-9.17,0.8,-11.36,8.91,-0.83
681,2020-11-12,3.87,-0.15,-1.14,0.03,2.43,1.05,-0.36,-0.83,-7.06,-0.86
682,2020-11-13,0.18,3.02,1.79,2.53,8.63,-5.1,4.32,4.65,-1.41,1.77
683,2020-11-14,-1.53,-3.26,-0.94,37.49,-3.2,-2.4,0.89,2.26,-4.04,-1.97
684,2020-11-15,-0.7,-2.78,-0.92,-4.15,-2.43,-30.75,0.47,6.59,4.39,-0.18
685,2020-11-16,4.74,2.79,0.95,42.6,18.54,20.58,6.89,-6.43,-4.77,7.41
686,2020-11-17,5.66,4.7,2.13,1.07,3.37,-9.99,4.97,4.68,7.56,7.05
687,2020-11-18,0.66,-0.77,-1.62,2.7,-3.8,-4.41,-3.02,-0.03,5.89,4.64
688,2020-11-19,0.14,-1.5,0.12,-10.54,11.06,-10.43,3.49,-9.27,-0.56,-2.07
689,2020-11-20,4.79,8.25,3.0,2.81,1.21,19.48,8.68,3.9,5.77,2.46
690,2020-11-21,0.26,8.28,5.33,-4.67,5.56,-5.44,40.28,2.52,0.37,8.6
691,2020-11-22,-1.55,1.38,-1.62,7.53,-4.85,1.99,-3.61,-3.25,-5.73,-8.47
692,2020-11-23,-0.25,8.67,3.22,-3.02,7.43,-5.35,38.09,-7.18,-1.87,8.9
693,2020-11-24,4.31,-0.59,9.49,5.32,0.24,-6.83,12.73,4.07,-6.48,10.79
694,2020-11-25,-2.3,-5.86,-7.81,-6.63,-8.42,-2.71,-9.19,-5.57,-2.47,-4.5
695,2020-11-26,-8.38,-8.7,-9.78,-0.68,-13.15,-0.31,-14.87,-2.38,-6.86,-11.65
696,2020-11-27,-0.06,-0.22,0.8,-9.07,-2.59,7.88,4.81,5.04,-1.85,1.24
697,2020-11-28,3.39,3.65,2.52,-4.65,5.09,13.66,11.25,5.82,10.79,1.83
698,2020-11-29,2.63,7.22,3.26,-2.32,8.57,14.41,-3.24,-0.69,-1.19,1.06
699,2020-11-30,8.31,7.0,4.63,-6.45,11.1,-5.35,9.7,-1.32,3.34,5.44
700,2020-12-01,-4.73,-5.09,-4.11,12.08,-2.94,-6.11,-7.97,6.36,4.88,-8.84
701,2020-12-02,2.34,1.99,0.29,-1.23,4.5,-1.32,3.01,-0.3,-1.49,1.56
702,2020-12-03,1.13,3.18,1.43,4.3,0.12,0.04,0.12,0.42,-4.44,5.73
703,2020-12-04,-3.97,-7.89,-5.49,11.17,-10.66,-10.76,-12.18,-0.19,2.05,-9.68
704,2020-12-05,2.67,5.21,2.4,-3.44,4.55,-1.7,5.71,-3.08,4.28,4.04
705,2020-12-06,1.11,0.79,-0.76,-3.03,0.53,5.3,6.14,-5.78,-1.37,-0.39
706,2020-12-07,-0.99,-1.71,-0.41,0.84,-0.2,-5.0,-2.06,3.91,7.44,-0.34
707,2020-12-08,-4.4,-6.14,-5.79,5.36,-7.93,-2.28,-8.11,-14.14,-0.46,-6.23
708,2020-12-09,1.19,3.27,1.72,-8.2,0.86,-2.06,4.24,5.46,0.96,5.09
709,2020-12-10,-1.55,-2.48,-1.6,2.6,-3.5,3.76,-1.74,-0.14,-9.63,-2.85
710,2020-12-11,-1.2,-2.6,-1.27,2.57,-3.44,1.16,-4.05,-5.04,4.99,-1.81
711,2020-12-12,4.28,4.33,2.97,1.13,6.19,-2.26,-7.64,10.65,4.14,3.13
712,2020-12-13,1.95,3.98,3.54,-9.82,7.36,-3.9,1.4,3.73,-1.73,2.5
713,2020-12-14,0.51,-0.77,3.0,5.44,0.1,-0.5,-3.17,-6.58,11.23,-1.29
714,2020-12-15,0.79,0.4,-1.76,3.2,-1.29,-4.22,-5.92,-4.54,-5.82,0.16
715,2020-12-16,9.83,8.22,3.56,-2.55,14.23,-2.57,21.69,-0.06,8.3,6.83
716,2020-12-17,6.85,0.87,-1.07,3.2,8.68,-1.78,1.32,5.44,13.63,0.21
717,2020-12-18,1.36,1.73,2.52,-3.27,8.27,-36.29,1.13,3.18,2.61,-1.33
718,2020-12-19,3.09,0.65,7.52,18.32,9.61,6.71,-1.15,11.95,-8.41,0.34
719,2020-12-20,-1.54,-3.02,3.04,-2.14,-4.4,23.03,-3.65,-0.64,-4.39,1.24
720,2020-12-21,-3.14,-4.78,-6.58,6.24,-8.85,12.36,-7.43,6.77,-11.99,-5.91
721,2020-12-22,4.8,4.73,4.57,-1.06,9.42,-9.97,-13.26,18.73,-10.23,0.19
722,2020-12-23,-2.43,-7.99,-6.94,-7.6,-10.38,3.52,-41.64,-7.38,10.72,-16.68
723,2020-12-24,2.14,4.58,4.23,-9.68,8.46,7.59,29.99,-4.56,-8.0,9.89
724,2020-12-25,4.14,2.37,2.17,-10.43,14.98,-2.85,-6.19,15.16,-4.32,2.67
725,2020-12-26,7.21,1.7,1.31,5.11,1.46,2.49,-7.26,-7.66,9.56,1.37
726,2020-12-27,-0.8,7.48,0.07,4.2,-1.33,-3.64,-3.65,-9.63,-9.95,-0.49
727,2020-12-28,3.04,6.61,6.76,-2.17,1.56,-3.97,-12.52,-4.55,1.22,1.84
728,2020-12-29,1.13,0.22,8.67,9.22,-0.8,0.51,-10.83,14.14,18.02,-3.38
729,2020-12-30,5.44,2.76,-2.35,-7.16,0.97,0.56,-4.53,12.8,4.34,-0.74
730,2020-12-31,0.17,-2.09,-2.09,8.48,-4.5,0.04,3.91,15.28,-0.57,-0.38
731,2021-01-01,1.41,-1.02,1.12,39.71,1.63,-6.19,8.17,-3.06,-3.08,0.64
732,2021-01-02,9.7,6.26,1.24,54.4,8.53,1.3,-7.06,15.83,2.17,1.41
733,2021-01-03,2.56,26.32,7.91,-6.2,17.74,-4.41,2.16,-5.3,4.85,13.7
734,2021-01-04,-3.06,6.45,-0.3,14.78,-3.65,-7.58,4.55,-6.7,-2.98,7.13
735,2021-01-05,6.13,5.58,1.68,-7.99,2.0,6.06,-4.22,6.35,-0.64,3.38
736,2021-01-06,8.31,9.84,0.99,-4.28,6.6,-2.69,10.09,-15.7,-8.73,4.14
737,2021-01-07,7.24,1.33,3.15,4.59,0.23,1.03,30.31,17.06,18.6,-4.8
738,2021-01-08,2.92,-0.65,-2.79,-3.32,1.68,-3.81,-1.1,15.12,2.68,-3.55
739,2021-01-09,-1.23,4.87,3.55,-11.44,2.89,-3.75,1.15,-0.09,12.17,11.62
740,2021-01-10,-4.83,-1.7,-3.3,15.12,-4.06,-1.17,-2.86,-5.85,3.05,13.72
741,2021-01-11,-7.2,-13.33,-9.99,-5.99,-18.34,-6.2,-8.71,-1.04,-2.65,-18.28
742,2021-01-12,-3.84,-3.39,0.24,-1.48,-3.93,-7.19,1.78,-9.24,-11.69,-2.29
743,2021-01-13,9.76,7.57,4.81,13.16,10.45,8.9,4.59,9.81,6.09,7.7
744,2021-01-14,4.74,9.01,4.39,14.2,3.47,-3.1,-3.04,-1.04,-14.45,2.54
745,2021-01-15,-6.14,-5.14,-2.4,-9.79,-5.78,-4.37,-5.59,3.92,2.38,-2.92
746,2021-01-16,-2.02,5.08,5.49,21.5,-0.1,-1.81,-0.23,-4.6,10.05,2.87
747,2021-01-17,-0.46,0.38,6.32,-1.2,-0.5,11.72,-0.62,1.38,-5.28,-1.19
748,2021-01-18,2.25,2.11,-1.14,0.43,6.43,0.41,2.84,3.42,-0.94,0.26
749,2021-01-19,-2.0,8.49,-6.25,39.89,-0.07,1.94,3.04,6.04,-13.02,1.45
750,2021-01-20,-1.21,0.85,0.19,8.24,-1.42,1.02,0.49,-2.35,8.39,1.17
751,2021-01-21,-13.02,-19.3,-9.32,8.11,-13.33,0.53,-9.31,7.43,-39.77,-9.74
752,2021-01-22,6.78,10.85,5.78,0.15,6.14,2.9,1.61,-4.86,22.62,4.13
753,2021-01-23,-2.65,0.08,0.04,41.19,0.01,1.09,-0.18,-1.23,-19.78,0.25
754,2021-01-24,0.57,12.89,2.24,-33.65,2.43,-0.06,0.63,2.74,-9.82,2.45
755,2021-01-25,-0.02,-5.34,0.02,13.14,-2.79,-0.34,-2.11,8.64,-4.88,-1.72
756,2021-01-26,0.66,3.67,0.01,-18.84,-1.75,1.8,0.31,-2.91,24.83,-0.88
757,2021-01-27,-6.46,-9.33,-2.29,-19.74,-9.09,-0.51,-6.7,3.91,-4.17,-7.58
758,2021-01-28,9.89,7.33,3.99,-10.05,8.84,-1.64,5.38,9.91,9.79,11.31
759,2021-01-29,2.65,3.77,0.79,62.96,1.05,-0.46,7.11,11.6,-4.92,-0.55
760,2021-01-30,0.05,-0.11,4.48,10.72,-0.97,-3.44,56.85,-3.04,-12.62,-0.3
761,2021-01-31,-3.41,-4.75,-1.06,14.11,-2.99,2.69,11.58,-1.71,-5.06,-2.24
762,2021-02-01,1.31,4.7,16.13,-7.69,2.03,-0.28,-25.06,-1.91,4.04,1.51
763,2021-02-02,5.82,10.03,-0.91,-10.85,7.57,1.93,0.35,0.84,11.27,3.45
764,2021-02-03,6.05,10.09,2.14,-6.69,9.84,27.86,6.62,0.79,-1.36,1.99
765,2021-02-04,-1.82,-4.14,7.37,9.95,-6.97,-8.36,12.14,6.81,8.12,-3.55
766,2021-02-05,3.66,7.75,20.98,0.38,6.89,6.72,1.54,-2.15,12.05,11.24
767,2021-02-06,2.34,-2.48,7.71,-2.49,0.34,0.48,-1.96,0.48,-9.6,2.96
768,2021-02-07,-0.98,-3.86,-6.2,-1.39,-3.09,2.76,-5.55,-7.74,-1.41,-5.6
769,2021-02-08,19.54,8.61,16.8,1.4,10.96,-0.18,7.77,-17.56,1.84,4.96
770,2021-02-09,0.1,1.11,34.4,-10.64,8.49,8.57,5.63,8.2,-11.04,10.19
771,2021-02-10,-3.47,-1.6,20.14,-6.41,0.02,2.55,5.86,-11.97,0.74,8.34
